rollout/exploration_rate,time/episodes,rollout/ep_rew_mean,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,train/n_updates,train/loss,train/learning_rate
0.9990496,4,-20.371874499999997,6,288,47,72.0,,,
0.9980992,8,-21.20992675,6,576,95,72.0,,,
0.9971488000000001,12,-22.311353666666665,6,864,137,72.0,,,
0.9961984,16,-22.2540805625,6,1152,184,72.0,72,279.73509979248047,0.001
0.995248,20,-22.024098450000004,6,1440,226,72.0,216,139.73309707641602,0.001
0.9942976,24,-21.904725166666665,6,1728,277,72.0,360,372.0108947753906,0.001
0.9933472,28,-22.418967571428567,6,2016,321,72.0,504,2613.6553344726562,0.001
0.9923968000000001,32,-22.259342781249998,6,2304,369,72.0,648,553.8379592895508,0.001
0.9914464000000001,36,-22.07819208333333,6,2592,419,72.0,792,1835.7031860351562,0.001
0.990496,40,-22.754565075,6,2880,465,72.0,936,1062.1966857910156,0.001
0.9895456,44,-23.041939181818183,6,3168,515,72.0,1080,2010.8197937011719,0.001
0.9885952,48,-23.135753979166665,6,3456,562,72.0,1224,1815.1170959472656,0.001
0.9876447999999999,52,-23.569727384615383,6,3744,608,72.0,1368,2391.813507080078,0.001
0.9866944000000001,56,-23.51937619642857,6,4032,657,72.0,1512,11566.46728515625,0.001
0.9857440000000001,60,-23.464832,6,4320,707,72.0,1656,3955.3629760742188,0.001
0.9847936,64,-23.506349484375,6,4608,754,72.0,1800,5458.1644287109375,0.001
0.9838431999999999,68,-23.655051014705883,6,4896,801,72.0,1944,5668.755615234375,0.001
0.9828927999999999,72,-23.50451701388889,6,5184,852,72.0,2088,7267.3118896484375,0.001
0.9819424000000001,76,-23.350096789473685,6,5472,898,72.0,2232,8428.022827148438,0.001
0.9809920000000001,80,-23.493921425,6,5760,952,72.0,2376,9857.34765625,0.001
0.9800416,84,-23.28989207142857,6,6048,1006,72.0,2520,29848.76953125,0.001
0.9790911999999999,88,-23.111022454545456,5,6336,1059,72.0,2664,13342.739990234375,0.001
0.9781407999999999,92,-22.99332567391304,5,6624,1110,72.0,2808,22217.0439453125,0.001
0.9771904000000001,96,-23.189186260416665,5,6912,1159,72.0,2952,18105.625732421875,0.001
0.97624,100,-23.39220538,5,7200,1206,72.0,3096,31872.82470703125,0.001
0.9752896,104,-23.784464229999994,5,7488,1255,72.0,3240,28073.900390625,0.001
0.9743392,108,-23.949910459999998,5,7776,1303,72.0,3384,30836.873046875,0.001
0.9733887999999999,112,-23.841086739999994,5,8064,1354,72.0,3528,66244.7099609375,0.001
0.9724383999999999,116,-23.909375429999997,5,8352,1408,72.0,3672,38124.33984375,0.001
0.971488,120,-23.974368679999994,5,8640,1460,72.0,3816,52748.9130859375,0.001
0.9705376,124,-24.133807340000004,5,8928,1514,72.0,3960,48574.951171875,0.001
0.9695872,128,-24.038969640000005,5,9216,1562,72.0,4104,49805.7646484375,0.001
0.9686368,132,-24.16340425,5,9504,1609,72.0,4248,49646.87109375,0.001
0.9676864,136,-24.219436859999995,5,9792,1662,72.0,4392,70043.685546875,0.001
0.966736,140,-23.92721042,5,10080,1718,72.0,4536,99440.80859375,0.001
0.9657856,144,-23.82429071000001,5,10368,1771,72.0,4680,64138.5712890625,0.001
0.9648352,148,-23.70430619,5,10656,1827,72.0,4824,72188.0322265625,0.001
0.9638848,152,-23.341391549999994,5,10944,1878,72.0,4968,84999.71484375,0.001
0.9629344,156,-23.132230459999995,5,11232,1931,72.0,5112,100227.673828125,0.001
0.9619840000000001,160,-22.999103619999996,5,11520,1983,72.0,5256,249155.59765625,0.001
0.9610336,164,-22.73081929,5,11808,2034,72.0,5400,97492.169921875,0.001
0.9600832,168,-22.50103309,5,12096,2086,72.0,5544,135313.103515625,0.001
0.9591328,172,-22.608938660000003,5,12384,2136,72.0,5688,102722.23046875,0.001
0.9581824,176,-22.516869169999996,5,12672,2184,72.0,5832,127028.86328125,0.001
0.9572320000000001,180,-22.20857231,5,12960,2233,72.0,5976,135138.5390625,0.001
0.9562816000000001,184,-22.235693419999997,5,13248,2285,72.0,6120,124321.53125,0.001
0.9553312,188,-22.274492570000003,5,13536,2332,72.0,6264,194198.421875,0.001
0.9543808,192,-22.513952829999994,5,13824,2382,72.0,6408,115626.662109375,0.001
0.9534304,196,-22.394253040000002,5,14112,2429,72.0,6552,121391.630859375,0.001
0.9524799999999999,200,-22.071340649999996,5,14400,2478,72.0,6696,120490.84375,0.001
0.9515296000000001,204,-21.773777850000002,5,14688,2530,72.0,6840,112445.888671875,0.001
0.9505792000000001,208,-21.72003622,5,14976,2580,72.0,6984,126341.041015625,0.001
0.9496288,212,-21.82141607,5,15264,2627,72.0,7128,131397.775390625,0.001
0.9486783999999999,216,-21.902695150000003,5,15552,2675,72.0,7272,133231.53125,0.001
0.9477279999999999,220,-21.827751350000003,5,15840,2725,72.0,7416,133000.501953125,0.001
0.9467776000000001,224,-21.822443679999996,5,16128,2773,72.0,7560,132969.10546875,0.001
0.9458272000000001,228,-21.724078589999994,5,16416,2821,72.0,7704,133073.125,0.001
0.9448768,232,-21.574171609999993,5,16704,2875,72.0,7848,118936.92578125,0.001
0.9439263999999999,236,-21.4787212,5,16992,2924,72.0,7992,141801.55078125,0.001
0.9429759999999999,240,-21.61782104,5,17280,2975,72.0,8136,148509.333984375,0.001
0.9420255999999999,244,-21.597319759999994,5,17568,3029,72.0,8280,128299.23828125,0.001
0.9410752,248,-21.732572330000004,5,17856,3081,72.0,8424,129624.29296875,0.001
0.9401248,252,-22.05721797,5,18144,3135,72.0,8568,137880.4296875,0.001
0.9391744,256,-22.3541409,5,18432,3186,72.0,8712,127031.9453125,0.001
0.938224,260,-22.90797805,5,18720,3237,72.0,8856,151876.95703125,0.001
0.9372735999999999,264,-23.02707666,5,19008,3290,72.0,9000,198702.51953125,0.001
0.9363232,268,-22.99453802,5,19296,3342,72.0,9144,167361.40234375,0.001
0.9353728,272,-22.983370769999997,5,19584,3398,72.0,9288,160881.89453125,0.001
0.9344224,276,-22.92984169,5,19872,3449,72.0,9432,152496.59375,0.001
0.933472,280,-22.997549649999996,5,20160,3502,72.0,9576,147563.90234375,0.001
0.9325216,284,-23.165317409999997,5,20448,3557,72.0,9720,176035.5390625,0.001
0.9315712,288,-23.46151685,5,20736,3608,72.0,9864,184976.0,0.001
0.9306208,292,-23.144021340000005,5,21024,3660,72.0,10008,208120.1015625,0.001
0.9296704,296,-22.965766240000004,5,21312,3709,72.0,10152,182779.453125,0.001
0.92872,300,-23.000522119999996,5,21600,3764,72.0,10296,175782.5703125,0.001
0.9277696,304,-23.20148934,5,21888,3812,72.0,10440,165061.22265625,0.001
0.9268192000000001,308,-22.97841061,5,22176,3865,72.0,10584,204733.79296875,0.001
0.9258688,312,-23.084317679999998,5,22464,3920,72.0,10728,200180.7421875,0.001
0.9249184,316,-22.80802814,5,22752,3973,72.0,10872,176521.23046875,0.001
0.923968,320,-22.62307479,5,23040,4030,72.0,11016,233951.515625,0.001
0.9230175999999999,324,-22.511105,5,23328,4082,72.0,11160,207913.48828125,0.001
0.9220671999999999,328,-22.682789389999996,5,23616,4138,72.0,11304,203223.8046875,0.001
0.9211168000000001,332,-22.585562879999998,5,23904,4191,72.0,11448,218396.14453125,0.001
0.9201664,336,-22.529356799999995,5,24192,4245,72.0,11592,235240.68359375,0.001
0.919216,340,-22.486981479999994,5,24480,4298,72.0,11736,229671.23828125,0.001
0.9182656,344,-22.38600301,5,24768,4348,72.0,11880,241067.75390625,0.001
0.9173151999999999,348,-22.21026227,5,25056,4400,72.0,12024,243931.9765625,0.001
0.9163648000000001,352,-22.05694001,5,25344,4450,72.0,12168,258492.2890625,0.001
0.9154144000000001,356,-21.795967570000006,5,25632,4499,72.0,12312,233757.78515625,0.001
0.9144639999999999,360,-21.42447715,5,25920,4553,72.0,12456,293958.1171875,0.001
0.9135135999999999,364,-21.536839140000005,5,26208,4606,72.0,12600,284614.578125,0.001
0.9125631999999999,368,-21.764807499999996,5,26496,4658,72.0,12744,249530.83984375,0.001
0.9116128000000001,372,-21.445019359999996,5,26784,4715,72.0,12888,240842.578125,0.001
0.9106624000000001,376,-21.70072944,5,27072,4766,72.0,13032,329642.921875,0.001
0.909712,380,-21.87424935,5,27360,4819,72.0,13176,312882.78125,0.001
0.9087616,384,-21.957636830000002,5,27648,4873,72.0,13320,270988.46875,0.001
0.9078111999999999,388,-21.95111218,5,27936,4927,72.0,13464,324116.9453125,0.001
0.9068607999999999,392,-22.176180849999994,5,28224,4983,72.0,13608,277744.8125,0.001
0.9059104,396,-22.262659339999995,5,28512,5039,72.0,13752,363078.65625,0.001
0.90496,400,-22.469245109999996,5,28800,5090,72.0,13896,233595.6015625,0.001
0.9040096,404,-22.157787470000002,5,29088,5145,72.0,14040,325883.1875,0.001
0.9030592,408,-22.119894710000004,5,29376,5200,72.0,14184,299028.671875,0.001
0.9021087999999999,412,-21.67430898,5,29664,5254,72.0,14328,314642.8359375,0.001
0.9011584,416,-21.57477718,5,29952,5308,72.0,14472,359449.40625,0.001
0.900208,420,-21.94265538,5,30240,5360,72.0,14616,303157.7890625,0.001
0.8992576,424,-21.943016789999998,5,30528,5416,72.0,14760,297504.35546875,0.001
0.8983072,428,-21.813174579999995,5,30816,5469,72.0,14904,314527.09375,0.001
0.8973568,432,-21.97800101,5,31104,5522,72.0,15048,290070.078125,0.001
0.8964064,436,-22.015720809999998,5,31392,5574,72.0,15192,363656.875,0.001
0.895456,440,-22.087301189999994,5,31680,5628,72.0,15336,281224.84375,0.001
0.8945056,444,-22.05696929,5,31968,5682,72.0,15480,297859.14453125,0.001
0.8935552,448,-22.27587182,5,32256,5737,72.0,15624,290208.67578125,0.001
0.8926048,452,-22.23809448,5,32544,5792,72.0,15768,320870.8828125,0.001
0.8916544000000001,456,-22.49456159,5,32832,5853,72.0,15912,281726.88671875,0.001
0.890704,460,-22.444738360000002,5,33120,5906,72.0,16056,291637.98828125,0.001
0.8897536,464,-22.49963714,5,33408,5959,72.0,16200,331662.59375,0.001
0.8888032,468,-22.713902249999997,5,33696,6012,72.0,16344,280871.21875,0.001
0.8878528,472,-23.114394,5,33984,6068,72.0,16488,290388.2109375,0.001
0.8869024000000001,476,-22.890855180000003,5,34272,6119,72.0,16632,282487.1875,0.001
0.8859520000000001,480,-22.829540460000004,5,34560,6179,72.0,16776,324988.625,0.001
0.8850016,484,-22.570574110000003,5,34848,6233,72.0,16920,294038.33203125,0.001
0.8840512,488,-22.422927960000006,5,35136,6287,72.0,17064,342226.84375,0.001
0.8831007999999999,492,-22.407875599999997,5,35424,6340,72.0,17208,340019.8359375,0.001
0.8821503999999999,496,-22.278918450000003,5,35712,6395,72.0,17352,332435.71875,0.001
0.8812000000000001,500,-22.093298640000004,5,36000,6451,72.0,17496,306157.703125,0.001
0.8802496000000001,504,-22.27820482,5,36288,6507,72.0,17640,344908.3671875,0.001
0.8792992,508,-22.382458160000002,5,36576,6564,72.0,17784,287270.5,0.001
0.8783487999999999,512,-22.60330119999999,5,36864,6623,72.0,17928,298944.421875,0.001
0.8773983999999999,516,-22.957610910000003,5,37152,6675,72.0,18072,344817.2421875,0.001
0.8764479999999999,520,-22.93376389,5,37440,6733,72.0,18216,373773.03125,0.001
0.8754976000000001,524,-22.869253850000003,5,37728,6791,72.0,18360,322381.62109375,0.001
0.8745472,528,-22.998624279999998,5,38016,6845,72.0,18504,368294.0859375,0.001
0.8735968,532,-23.105721180000003,5,38304,6900,72.0,18648,364236.9921875,0.001
0.8726463999999999,536,-23.251074220000007,5,38592,6957,72.0,18792,340374.9453125,0.001
0.8716959999999999,540,-23.176020870000013,5,38880,7011,72.0,18936,308853.578125,0.001
0.8707456,544,-23.451539510000003,5,39168,7064,72.0,19080,296280.51171875,0.001
0.8697952,548,-23.142667360000004,5,39456,7117,72.0,19224,399068.5390625,0.001
0.8688448,552,-23.002932890000007,5,39744,7173,72.0,19368,360697.2421875,0.001
0.8678944,556,-22.86863699,5,40032,7226,72.0,19512,417462.2109375,0.001
0.8669439999999999,560,-22.819434740000002,5,40320,7280,72.0,19656,351581.171875,0.001
0.8659936000000001,564,-22.67613132,5,40608,7329,72.0,19800,345289.8125,0.001
0.8650432,568,-22.303650549999997,5,40896,7383,72.0,19944,464057.59375,0.001
0.8640928,572,-22.195430679999994,5,41184,7436,72.0,20088,351217.3046875,0.001
0.8631424,576,-22.357878939999996,5,41472,7495,72.0,20232,334480.71875,0.001
0.862192,580,-22.181124650000005,5,41760,7547,72.0,20376,377247.78125,0.001
0.8612416,584,-22.287610889999996,5,42048,7603,72.0,20520,418970.9453125,0.001
0.8602912,588,-22.1317827,5,42336,7659,72.0,20664,434023.7421875,0.001
0.8593408,592,-22.045742169999997,5,42624,7714,72.0,20808,473096.9140625,0.001
0.8583904,596,-21.979110090000002,5,42912,7770,72.0,20952,416259.1171875,0.001
0.85744,600,-22.117445800000006,5,43200,7824,72.0,21096,470601.140625,0.001
0.8564896000000001,604,-22.26069301,5,43488,7876,72.0,21240,430304.765625,0.001
0.8555392,608,-22.078120980000005,5,43776,7938,72.0,21384,400125.5546875,0.001
0.8545888,612,-22.033882289999998,5,44064,7994,72.0,21528,426563.671875,0.001
0.8536384,616,-21.805641399999995,5,44352,8051,72.0,21672,452859.4140625,0.001
0.8526879999999999,620,-21.595629080000002,5,44640,8104,72.0,21816,458323.640625,0.001
0.8517375999999999,624,-21.568147840000005,5,44928,8161,72.0,21960,505252.5703125,0.001
0.8507872000000001,628,-21.474649290000006,5,45216,8218,72.0,22104,468673.1796875,0.001
0.8498368000000001,632,-21.32979478,5,45504,8272,72.0,22248,594776.5625,0.001
0.8488864,636,-21.063542419999997,5,45792,8331,72.0,22392,427375.07421875,0.001
0.8479359999999999,640,-20.90147274,5,46080,8386,72.0,22536,420172.4921875,0.001
0.8469855999999999,644,-20.66649839,5,46368,8443,72.0,22680,502888.765625,0.001
0.8460351999999999,648,-20.731463879999996,5,46656,8499,72.0,22824,551346.65625,0.001
0.8450848000000001,652,-20.909216809999997,5,46944,8551,72.0,22968,556451.4609375,0.001
0.8441344,656,-21.014314429999995,5,47232,8607,72.0,23112,484187.78125,0.001
0.8431839999999999,660,-21.00017312,5,47520,8657,72.0,23256,601252.65625,0.001
0.8422335999999999,664,-20.884614479999996,5,47808,8708,72.0,23400,537215.75,0.001
0.8412831999999999,668,-20.826367960000002,5,48096,8761,72.0,23544,435324.2890625,0.001
0.8403328000000001,672,-20.9597251,5,48384,8810,72.0,23688,375640.8046875,0.001
0.8393824000000001,676,-20.791207339999996,5,48672,8863,72.0,23832,483415.296875,0.001
0.838432,680,-21.083258739999998,5,48960,8916,72.0,23976,377797.9453125,0.001
0.8374815999999999,684,-21.131527329999997,5,49248,8970,72.0,24120,459431.265625,0.001
0.8365311999999999,688,-21.301032239999994,5,49536,9024,72.0,24264,455598.875,0.001
0.8355808,692,-21.304851770000006,5,49824,9081,72.0,24408,522317.484375,0.001
0.8346304,696,-21.66351729,5,50112,9132,72.0,24552,401794.375,0.001
0.83368,700,-21.488840809999996,5,50400,9186,72.0,24696,480598.953125,0.001
0.8327296,704,-21.53317082,5,50688,9238,72.0,24840,407488.6328125,0.001
0.8317791999999999,708,-21.775942590000003,5,50976,9293,72.0,24984,450181.8046875,0.001
0.8308288000000001,712,-21.95182108,5,51264,9345,72.0,25128,506254.3515625,0.001
0.8298784,716,-22.13732993,5,51552,9403,72.0,25272,409608.1171875,0.001
0.828928,720,-22.021787700000004,5,51840,9465,72.0,25416,489846.375,0.001
0.8279776,724,-21.941657299999996,5,52128,9518,72.0,25560,569617.875,0.001
0.8270272,728,-22.02474135,5,52416,9572,72.0,25704,386553.359375,0.001
0.8260768,732,-21.945049279999992,5,52704,9629,72.0,25848,612257.765625,0.001
0.8251264,736,-22.186573329999998,5,52992,9683,72.0,25992,610395.96875,0.001
0.824176,740,-22.346495140000002,5,53280,9734,72.0,26136,477229.390625,0.001
0.8232256,744,-22.38032406,5,53568,9783,72.0,26280,564515.953125,0.001
0.8222752,748,-22.485630920000002,5,53856,9840,72.0,26424,414288.6640625,0.001
0.8213248000000001,752,-22.414002359999998,5,54144,9894,72.0,26568,401977.984375,0.001
0.8203744000000001,756,-22.413209709999997,5,54432,9951,72.0,26712,464662.9921875,0.001
0.819424,760,-22.679909010000003,5,54720,10005,72.0,26856,457983.890625,0.001
0.8184736,764,-22.968617799999997,5,55008,10058,72.0,27000,511038.5078125,0.001
0.8175231999999999,768,-22.983955659999996,5,55296,10114,72.0,27144,368901.140625,0.001
0.8165727999999999,772,-22.88256314,5,55584,10168,72.0,27288,537356.203125,0.001
0.8156224000000001,776,-23.162515600000003,5,55872,10222,72.0,27432,394647.4140625,0.001
0.8146720000000001,780,-23.068532020000003,5,56160,10278,72.0,27576,396447.8046875,0.001
0.8137216,784,-23.23109789,5,56448,10328,72.0,27720,404367.8515625,0.001
0.8127712,788,-23.05297269,5,56736,10383,72.0,27864,395214.046875,0.001
0.8118207999999999,792,-23.01202595,5,57024,10448,72.0,28008,430616.4375,0.001
0.8108703999999999,796,-22.8242904,5,57312,10508,72.0,28152,655971.921875,0.001
0.8099200000000001,800,-22.67211623,5,57600,10575,72.0,28296,442338.890625,0.001
0.8089696,804,-22.367683489999994,5,57888,10637,72.0,28440,498006.1796875,0.001
0.8080191999999999,808,-22.486493119999995,5,58176,10697,72.0,28584,584118.3984375,0.001
0.8070687999999999,812,-22.411861280000004,5,58464,10760,72.0,28728,444983.859375,0.001
0.8061183999999999,816,-22.315553490000003,5,58752,10818,72.0,28872,452967.703125,0.001
0.8051680000000001,820,-22.552664379999996,5,59040,10876,72.0,29016,455770.8046875,0.001
0.8042176000000001,824,-22.86602421,5,59328,10937,72.0,29160,483077.9609375,0.001
0.8032672,828,-22.833814039999993,5,59616,10994,72.0,29304,508870.796875,0.001
0.8023167999999999,832,-22.913448389999996,5,59904,11051,72.0,29448,496539.8828125,0.001
0.8013663999999999,836,-23.16110593999999,5,60192,11109,72.0,29592,441540.85546875,0.001
0.800416,840,-23.0432791,5,60480,11167,72.0,29736,492296.9453125,0.001
0.7994656,844,-23.007629959999996,5,60768,11226,72.0,29880,504344.265625,0.001
0.7985152,848,-22.94128587,5,61056,11289,72.0,30024,484720.0078125,0.001
0.7975648,852,-22.956146869999994,5,61344,11351,72.0,30168,459456.4140625,0.001
0.7966144,856,-23.058708090000003,5,61632,11408,72.0,30312,457494.984375,0.001
0.795664,860,-23.038828029999994,5,61920,11467,72.0,30456,462731.078125,0.001
0.7947136,864,-23.154549169999996,5,62208,11533,72.0,30600,692326.265625,0.001
0.7937632,868,-23.52815979,5,62496,11595,72.0,30744,431606.1796875,0.001
0.7928128,872,-23.430110560000003,5,62784,11655,72.0,30888,415202.4609375,0.001
0.7918624,876,-23.462872219999994,5,63072,11710,72.0,31032,567118.78125,0.001
0.7909120000000001,880,-23.45326451,5,63360,11772,72.0,31176,576021.171875,0.001
0.7899616,884,-23.55332691,5,63648,11831,72.0,31320,611268.28125,0.001
0.7890112,888,-23.74972726,5,63936,11891,72.0,31464,587202.28125,0.001
0.7880608,892,-23.7671733,5,64224,11949,72.0,31608,465322.109375,0.001
0.7871104,896,-23.533797099999997,5,64512,12004,72.0,31752,503965.5390625,0.001
0.7861600000000001,900,-23.649939299999996,5,64800,12057,72.0,31896,483264.7421875,0.001
0.7852096000000001,904,-23.67141346,5,65088,12112,72.0,32040,743255.453125,0.001
0.7842592,908,-23.47096435,5,65376,12167,72.0,32184,613574.984375,0.001
0.7833088,912,-23.385861880000004,5,65664,12220,72.0,32328,553423.7265625,0.001
0.7823583999999999,916,-23.581854920000005,5,65952,12271,72.0,32472,597687.21875,0.001
0.7814080000000001,920,-23.469016049999997,5,66240,12323,72.0,32616,510113.0390625,0.001
0.7804575999999999,924,-23.225198580000004,5,66528,12376,72.0,32760,541940.21875,0.001
0.7795072000000001,928,-23.376645170000003,5,66816,12426,72.0,32904,642311.546875,0.001
0.7785568,932,-23.33658578,5,67104,12484,72.0,33048,550049.4375,0.001
0.7776063999999999,936,-23.088866470000006,5,67392,12545,72.0,33192,553436.7109375,0.001
0.776656,940,-22.933274700000002,5,67680,12606,72.0,33336,373651.15625,0.001
0.7757055999999999,944,-22.91125201,5,67968,12660,72.0,33480,543461.1171875,0.001
0.7747552,948,-23.051382939999993,5,68256,12718,72.0,33624,616150.2265625,0.001
0.7738048,952,-23.090487050000007,5,68544,12771,72.0,33768,503970.8203125,0.001
0.7728543999999999,956,-22.975603420000006,5,68832,12822,72.0,33912,683295.484375,0.001
0.7719039999999999,960,-22.803749269999997,5,69120,12880,72.0,34056,524041.953125,0.001
0.7709535999999999,964,-22.51865003,5,69408,12938,72.0,34200,547378.875,0.001
0.7700032000000001,968,-22.17395528,5,69696,12995,72.0,34344,580431.1015625,0.001
0.7690528000000001,972,-22.059255430000004,5,69984,13052,72.0,34488,669154.046875,0.001
0.7681024,976,-22.14256723,5,70272,13105,72.0,34632,518423.2265625,0.001
0.767152,980,-22.340686600000005,5,70560,13160,72.0,34776,463818.5,0.001
0.7662015999999999,984,-21.906130610000005,5,70848,13215,72.0,34920,669126.40625,0.001
0.7652512,988,-21.815090659999996,5,71136,13267,72.0,35064,574045.4453125,0.001
0.7643008,992,-21.899670649999994,5,71424,13325,72.0,35208,582957.59375,0.001
0.7633504,996,-22.267126320000003,5,71712,13378,72.0,35352,499046.03125,0.001
0.7624,1000,-22.645052360000005,5,72000,13436,72.0,35496,820703.21875,0.001
0.7614496,1004,-22.74470536,5,72288,13495,72.0,35640,692782.515625,0.001
0.7604992000000002,1008,-23.136951290000003,5,72576,13550,72.0,35784,624319.828125,0.001
0.7595488,1012,-23.35116333,5,72864,13604,72.0,35928,745580.46875,0.001
0.7585984,1016,-23.468541039999995,5,73152,13654,72.0,36072,715007.640625,0.001
0.757648,1020,-23.517336669999995,5,73440,13712,72.0,36216,677702.828125,0.001
0.7566976,1024,-23.8433761,5,73728,13770,72.0,36360,706290.453125,0.001
0.7557472000000001,1028,-24.015139319999992,5,74016,13827,72.0,36504,697195.3046875,0.001
0.7547968,1032,-24.099661270000002,5,74304,13883,72.0,36648,701073.2734375,0.001
0.7538464,1036,-24.060290890000005,5,74592,13938,72.0,36792,515406.34375,0.001
0.752896,1040,-24.384766620000004,5,74880,13996,72.0,36936,734725.53125,0.001
0.7519456,1044,-24.463631149999998,5,75168,14053,72.0,37080,676759.734375,0.001
0.7509952000000001,1048,-24.612787100000002,5,75456,14104,72.0,37224,679111.4921875,0.001
0.7500447999999998,1052,-24.58342938,5,75744,14164,72.0,37368,781127.84375,0.001
0.7490943999999999,1056,-24.246325800000005,5,76032,14221,72.0,37512,655655.125,0.001
0.748144,1060,-24.221536370000003,5,76320,14276,72.0,37656,794350.3125,0.001
0.7471935999999999,1064,-24.25326254,5,76608,14334,72.0,37800,678359.7734375,0.001
0.7462431999999999,1068,-24.172271789999996,5,76896,14390,72.0,37944,811631.5625,0.001
0.7452927999999999,1072,-24.417403029999996,5,77184,14448,72.0,38088,633371.6796875,0.001
0.7443424000000001,1076,-24.193573689999994,5,77472,14508,72.0,38232,834361.875,0.001
0.743392,1080,-24.12392691,5,77760,14562,72.0,38376,515371.5,0.001
0.7424416,1084,-24.48667703,5,78048,14613,72.0,38520,731649.890625,0.001
0.7414911999999999,1088,-24.55445102,5,78336,14665,72.0,38664,859461.578125,0.001
0.7405408,1092,-24.534675730000004,5,78624,14725,72.0,38808,624673.625,0.001
0.7395904,1096,-24.38966312,5,78912,14781,72.0,38952,714902.1875,0.001
0.73864,1100,-24.101015150000002,5,79200,14835,72.0,39096,579978.828125,0.001
0.7376896,1104,-24.019721829999998,5,79488,14896,72.0,39240,656976.3515625,0.001
0.7367391999999999,1108,-24.059398680000008,5,79776,14951,72.0,39384,504458.84375,0.001
0.7357887999999999,1112,-24.122515580000005,5,80064,15007,72.0,39528,623746.9296875,0.001
0.7348384000000001,1116,-23.75755548,5,80352,15065,72.0,39672,603750.375,0.001
0.7338880000000001,1120,-23.95256732,5,80640,15122,72.0,39816,592353.0234375,0.001
0.7329376,1124,-23.75840423,5,80928,15181,72.0,39960,537180.3046875,0.001
0.7319872,1128,-23.547033399999997,5,81216,15240,72.0,40104,586724.890625,0.001
0.7310367999999999,1132,-23.861026499999998,5,81504,15299,72.0,40248,656474.15625,0.001
0.7300864,1136,-23.86684388,5,81792,15356,72.0,40392,693229.7109375,0.001
0.729136,1140,-23.863733189999998,5,82080,15412,72.0,40536,789720.6875,0.001
0.7281856,1144,-23.962761050000005,5,82368,15469,72.0,40680,508069.30078125,0.001
0.7272352,1148,-23.68580802,5,82656,15525,72.0,40824,666746.0703125,0.001
0.7262848,1152,-23.927037109999997,5,82944,15587,72.0,40968,684737.796875,0.001
0.7253344,1156,-24.29707564,5,83232,15643,72.0,41112,704341.2421875,0.001
0.724384,1160,-24.416386860000003,5,83520,15701,72.0,41256,635290.765625,0.001
0.7234336,1164,-24.614237049999996,5,83808,15753,72.0,41400,694828.3125,0.001
0.7224832,1168,-24.64168432,5,84096,15814,72.0,41544,751658.328125,0.001
